Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Common Name	Species Code	Confidence	Delta time	Corrected_End_Time	Duration
132	Spectrogram 1	1	444	447	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_050000.WAV	24	20231212_050000.WAV	Pleurodema thaul	Pleurodema thaul	0.554	3	27	60
133	Spectrogram 1	1	450	453	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_050000.WAV	30	20231212_050000.WAV	Pleurodema thaul	Pleurodema thaul	0.4826	3	33	60
134	Spectrogram 1	1	453	456	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_050000.WAV	33	20231212_050000.WAV	Pleurodema thaul	Pleurodema thaul	0.9909	3	36	60
135	Spectrogram 1	1	456	459	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_050000.WAV	36	20231212_050000.WAV	Pleurodema thaul	Pleurodema thaul	0.9854	3	39	60
136	Spectrogram 1	1	459	462	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_050000.WAV	39	20231212_050000.WAV	Pleurodema thaul	Pleurodema thaul	0.9958	3	42	60
137	Spectrogram 1	1	462	465	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_050000.WAV	42	20231212_050000.WAV	Pleurodema thaul	Pleurodema thaul	0.2918	3	45	60
138	Spectrogram 1	1	465	468	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_050000.WAV	45	20231212_050000.WAV	Pleurodema thaul	Pleurodema thaul	0.9932	3	48	60
139	Spectrogram 1	1	468	471	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_050000.WAV	48	20231212_050000.WAV	Pleurodema thaul	Pleurodema thaul	0.9976	3	51	60
140	Spectrogram 1	1	471	474	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_050000.WAV	51	20231212_050000.WAV	Pleurodema thaul	Pleurodema thaul	0.9871	3	54	60
141	Spectrogram 1	1	474	477	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_050000.WAV	54	20231212_050000.WAV	Pleurodema thaul	Pleurodema thaul	0.5704	3	57	60
142	Spectrogram 1	1	477	480	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_050000.WAV	57	20231212_050000.WAV	Pleurodema thaul	Pleurodema thaul	0.9695	3	60	60
143	Spectrogram 1	1	480	483	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	0	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.4297	3	3	60
144	Spectrogram 1	1	483	486	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	3	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.5404	3	6	60
145	Spectrogram 1	1	486	489	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	6	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.5236	3	9	60
146	Spectrogram 1	1	489	492	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	9	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.3	3	12	60
147	Spectrogram 1	1	492	495	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	12	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.3997	3	15	60
148	Spectrogram 1	1	495	498	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	15	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.603	3	18	60
149	Spectrogram 1	1	501	504	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	21	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.8998	3	24	60
150	Spectrogram 1	1	504	507	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	24	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.7882	3	27	60
151	Spectrogram 1	1	507	510	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	27	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.4721	3	30	60
152	Spectrogram 1	1	510	513	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	30	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.4337	3	33	60
153	Spectrogram 1	1	513	516	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	33	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.3234	3	36	60
154	Spectrogram 1	1	516	519	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	36	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.6508	3	39	60
155	Spectrogram 1	1	519	522	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	39	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.8683	3	42	60
156	Spectrogram 1	1	522	525	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	42	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.669	3	45	60
157	Spectrogram 1	1	525	528	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	45	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.8086	3	48	60
158	Spectrogram 1	1	528	531	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	48	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.2843	3	51	60
159	Spectrogram 1	1	531	534	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	51	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.3691	3	54	60
160	Spectrogram 1	1	534	537	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	54	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.5075	3	57	60
161	Spectrogram 1	1	537	540	0	15000	E:\Pedido Marcelo\thaul\Audios\20231212_210000.WAV	57	20231212_210000.WAV	Pleurodema thaul	Pleurodema thaul	0.5888	3	60	60
162	Spectrogram 1	1	543	546	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	3	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.6393	3	6	60
163	Spectrogram 1	1	546	549	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	6	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.6079	3	9	60
164	Spectrogram 1	1	549	552	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	9	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.8347	3	12	60
165	Spectrogram 1	1	552	555	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	12	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.4848	3	15	60
166	Spectrogram 1	1	558	561	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	18	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.2644	3	21	60
167	Spectrogram 1	1	561	564	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	21	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.3853	3	24	60
168	Spectrogram 1	1	564	567	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	24	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.7102	3	27	60
169	Spectrogram 1	1	567	570	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	27	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.4952	3	30	60
170	Spectrogram 1	1	570	573	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	30	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.3439	3	33	60
171	Spectrogram 1	1	573	576	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	33	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.4265	3	36	60
172	Spectrogram 1	1	576	579	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	36	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.4504	3	39	60
173	Spectrogram 1	1	579	582	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	39	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.3407	3	42	60
174	Spectrogram 1	1	585	588	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	45	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.3275	3	48	60
175	Spectrogram 1	1	588	591	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	48	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.511	3	51	60
176	Spectrogram 1	1	591	594	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	51	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.4519	3	54	60
177	Spectrogram 1	1	594	597	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	54	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.8151	3	57	60
178	Spectrogram 1	1	597	600	0	15000	E:\Pedido Marcelo\thaul\Audios\20231213_070000.WAV	57	20231213_070000.WAV	Pleurodema thaul	Pleurodema thaul	0.6283	3	60	60
