Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Common Name	Species Code	Confidence	Delta time	Corrected_End_Time	Duration
56	Spectrogram 1	1	329.8857143	332.8857143	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230104_170000.wav	30	TURBERABLEST_20230104_170000.wav	Batrachyla leptopus	Batrachyla leptopus	0.8714	3	33	60
57	Waveform 1	1	332.8857143	335.8857143	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230104_170000.wav	33	TURBERABLEST_20230104_170000.wav	Batrachyla leptopus	Batrachyla leptopus	0.819	3	36	60
57	Spectrogram 1	1	332.8857143	335.8857143	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230104_170000.wav	33	TURBERABLEST_20230104_170000.wav	Batrachyla leptopus	Batrachyla leptopus	0.819	3	36	60
58	Waveform 1	1	335.8857143	338.8857143	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230104_170000.wav	36	TURBERABLEST_20230104_170000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9172	3	39	60
58	Spectrogram 1	1	335.8857143	338.8857143	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230104_170000.wav	36	TURBERABLEST_20230104_170000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9172	3	39	60
59	Waveform 1	1	338.8857143	341.8857143	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230104_170000.wav	39	TURBERABLEST_20230104_170000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9641	3	42	60
59	Spectrogram 1	1	338.8857143	341.8857143	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230104_170000.wav	39	TURBERABLEST_20230104_170000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9641	3	42	60
60	Waveform 1	1	344.8857143	347.8857143	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230104_170000.wav	45	TURBERABLEST_20230104_170000.wav	Batrachyla leptopus	Batrachyla leptopus	0.6787	3	48	60
60	Spectrogram 1	1	344.8857143	347.8857143	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230104_170000.wav	45	TURBERABLEST_20230104_170000.wav	Batrachyla leptopus	Batrachyla leptopus	0.6787	3	48	60
61	Waveform 1	1	347.8857143	350.8857143	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230104_170000.wav	48	TURBERABLEST_20230104_170000.wav	Batrachyla leptopus	Batrachyla leptopus	0.5586	3	51	60
61	Spectrogram 1	1	347.8857143	350.8857143	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230104_170000.wav	48	TURBERABLEST_20230104_170000.wav	Batrachyla leptopus	Batrachyla leptopus	0.5586	3	51	60
62	Waveform 1	1	350.8857143	353.8857143	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230104_170000.wav	51	TURBERABLEST_20230104_170000.wav	Batrachyla leptopus	Batrachyla leptopus	0.258	3	54	60
62	Spectrogram 1	1	350.8857143	353.8857143	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230104_170000.wav	51	TURBERABLEST_20230104_170000.wav	Batrachyla leptopus	Batrachyla leptopus	0.258	3	54	60
63	Waveform 1	1	359.8628571	362.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	0	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9701	3	3	60
63	Spectrogram 1	1	359.8628571	362.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	0	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9701	3	3	60
64	Waveform 1	1	362.8628571	365.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	3	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.4384	3	6	60
64	Spectrogram 1	1	362.8628571	365.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	3	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.4384	3	6	60
65	Waveform 1	1	365.8628571	368.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	6	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9475	3	9	60
65	Spectrogram 1	1	365.8628571	368.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	6	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9475	3	9	60
66	Waveform 1	1	368.8628571	371.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	9	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.7325	3	12	60
66	Spectrogram 1	1	368.8628571	371.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	9	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.7325	3	12	60
67	Waveform 1	1	380.8628571	383.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	21	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.3402	3	24	60
67	Spectrogram 1	1	380.8628571	383.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	21	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.3402	3	24	60
68	Waveform 1	1	383.8628571	386.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	24	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.735	3	27	60
68	Spectrogram 1	1	383.8628571	386.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	24	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.735	3	27	60
69	Waveform 1	1	386.8628571	389.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	27	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.5385	3	30	60
69	Spectrogram 1	1	386.8628571	389.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	27	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.5385	3	30	60
70	Waveform 1	1	404.8628571	407.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	45	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.2938	3	48	60
70	Spectrogram 1	1	404.8628571	407.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	45	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.2938	3	48	60
71	Waveform 1	1	407.8628571	410.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	48	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.5273	3	51	60
71	Spectrogram 1	1	407.8628571	410.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	48	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.5273	3	51	60
72	Waveform 1	1	410.8628571	413.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	51	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.5835	3	54	60
72	Spectrogram 1	1	410.8628571	413.8628571	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_150000.wav	51	TURBERABLEST_20230105_150000.wav	Batrachyla leptopus	Batrachyla leptopus	0.5835	3	54	60
73	Waveform 1	1	425.84	428.84	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_200000.wav	6	TURBERABLEST_20230105_200000.wav	Batrachyla leptopus	Batrachyla leptopus	0.374	3	9	60
73	Spectrogram 1	1	425.84	428.84	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_200000.wav	6	TURBERABLEST_20230105_200000.wav	Batrachyla leptopus	Batrachyla leptopus	0.374	3	9	60
74	Waveform 1	1	452.84	455.84	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_200000.wav	33	TURBERABLEST_20230105_200000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9526	3	36	60
74	Spectrogram 1	1	452.84	455.84	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_200000.wav	33	TURBERABLEST_20230105_200000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9526	3	36	60
75	Waveform 1	1	467.84	470.84	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_200000.wav	48	TURBERABLEST_20230105_200000.wav	Batrachyla leptopus	Batrachyla leptopus	0.7732	3	51	60
75	Spectrogram 1	1	467.84	470.84	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_200000.wav	48	TURBERABLEST_20230105_200000.wav	Batrachyla leptopus	Batrachyla leptopus	0.7732	3	51	60
76	Waveform 1	1	509.8171429	512.8171429	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_210000.wav	30	TURBERABLEST_20230105_210000.wav	Batrachyla leptopus	Batrachyla leptopus	0.3551	3	33	60
76	Spectrogram 1	1	509.8171429	512.8171429	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_210000.wav	30	TURBERABLEST_20230105_210000.wav	Batrachyla leptopus	Batrachyla leptopus	0.3551	3	33	60
77	Waveform 1	1	512.8171429	515.8171429	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_210000.wav	33	TURBERABLEST_20230105_210000.wav	Batrachyla leptopus	Batrachyla leptopus	0.6463	3	36	60
77	Spectrogram 1	1	512.8171429	515.8171429	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_210000.wav	33	TURBERABLEST_20230105_210000.wav	Batrachyla leptopus	Batrachyla leptopus	0.6463	3	36	60
78	Waveform 1	1	518.8171429	521.8171429	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_210000.wav	39	TURBERABLEST_20230105_210000.wav	Batrachyla leptopus	Batrachyla leptopus	0.5191	3	42	60
78	Spectrogram 1	1	518.8171429	521.8171429	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230105_210000.wav	39	TURBERABLEST_20230105_210000.wav	Batrachyla leptopus	Batrachyla leptopus	0.5191	3	42	60
79	Waveform 1	1	545.7942857	548.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	6	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9501	3	9	60
79	Spectrogram 1	1	545.7942857	548.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	6	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9501	3	9	60
80	Waveform 1	1	548.7942857	551.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	9	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9996	3	12	60
80	Spectrogram 1	1	548.7942857	551.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	9	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9996	3	12	60
81	Waveform 1	1	569.7942857	572.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	30	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9958	3	33	60
81	Spectrogram 1	1	569.7942857	572.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	30	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9958	3	33	60
82	Waveform 1	1	572.7942857	575.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	33	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9998	3	36	60
82	Spectrogram 1	1	572.7942857	575.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	33	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9998	3	36	60
83	Waveform 1	1	578.7942857	581.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	39	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9997	3	42	60
83	Spectrogram 1	1	578.7942857	581.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	39	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9997	3	42	60
84	Waveform 1	1	581.7942857	584.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	42	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9993	3	45	60
84	Spectrogram 1	1	581.7942857	584.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	42	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9993	3	45	60
85	Waveform 1	1	584.7942857	587.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	45	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9999	3	48	60
85	Spectrogram 1	1	584.7942857	587.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	45	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9999	3	48	60
86	Waveform 1	1	587.7942857	590.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	48	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9994	3	51	60
86	Spectrogram 1	1	587.7942857	590.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	48	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9994	3	51	60
87	Waveform 1	1	590.7942857	593.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	51	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9997	3	54	60
87	Spectrogram 1	1	590.7942857	593.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	51	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9997	3	54	60
88	Waveform 1	1	593.7942857	596.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	54	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9956	3	57	60
88	Spectrogram 1	1	593.7942857	596.7942857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	54	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9956	3	57	60
89	Waveform 1	1	596.7942857	599.7742857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	57	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9993	3	60	60
89	Spectrogram 1	1	596.7942857	599.7742857	0	15000	E:\Pedido Marcelo\leptopus\Audios\TURBERABLEST_20230109_160000.wav	57	TURBERABLEST_20230109_160000.wav	Batrachyla leptopus	Batrachyla leptopus	0.9993	3	60	60
